title,estateType,expireAfter,project,province,district,ward,street,numberOfRoom,description,image,detail,price,area,contact,transaction,addressDetail,lat,lng
"
Cho thuê sàn VP giá rẻ DT từ 150 - 400m2 tại tòa nhà Interserco - Tôn Thất Thuyết. LH 0852098813
",2,365,,2,42,,,,"
Cho thuê sàn VP giá rẻ DT từ 150 - 400m2 tại tòa nhà Interserco - Tôn Thất Thuyết.Lưu ý chủ đầu tư chỉ kí hợp đồng ngắn hạn, dài nhất là 1 năm/lần.Tòa nhà Interserco sở hữu 2 mặt tiền trên đường Tôn Thất Thuyết và Phạm Hùng, tòa nhà Interserco có lợi thế lớn đến từ vị trí đắc địa, giao thông thuận tiện; đồng thời có ưu điểm về diện tích một sàn rộng & có thể phân chia diện tích linh hoạt giúp khách hàng có thể thoải mái lựa chọn diện tích thuê.Chính những điều này đã giúp Interserco trở thành tòa nhà văn phòng được nhiều đơn vị/thương hiệu lựa chọn làm địa chỉ văn phòng làm việc hoặc văn phòng giao dịch tại khu vực quận Cầu Giấy.Phí dịch vụ: Đã bao gồm trong giá thuê.Tiền điện điều hòa: Tính theo tiền điện thực tế tiêu thụ.Thang máy: Không có thang máy.Cho thuê đang là 200k/m2/th.* Quý khách có nhu cầu thuê văn phòng tại đây, hoặc địa bàn Hà Nội vui lòng liên hệ: Mr Hoàng 0852098813.
",https://file4.batdongsan.com.vn/resize/745x510/2020/02/17/20200217144159-5768_wm.jpg,,30,150,,5,,21.0283066,105.7820199
"
Cho thuê căn hộ không nội thất DT 80m2 Him Lam Riverside 2PN 2WC giá rẻ chỉ 11tr/th LH: 0937781841
",2,365,,1,19,,,2,"
- Tôi cho thuê gấp căn hộ chung cư Him Lam Riverside.- Tình trạng căn hộ: Nhà trống không nội thất, máy lạnh... Chỉ có bếp gas, kệ bếp và máy nước nóng.- DT: 80m2.- Thiết kế 2 phòng ngủ, 2WC, ban công, phòng khách, bếp.- Giá thuê: 11tr/tháng.- Liên hệ xem nhà: 093.778.1841 gặp A Tài.- HY vọng CO Duyên làm việc cùng anh chị.
",https://file4.batdongsan.com.vn/resize/745x510/2019/12/12/20191212150916-6786_wm.jpg,,11,80,,5,,10.7439117431641,106.695304870605
"
Cho thuê căn hộ Waterina Suites 2 phòng ngủ, giảm giá mùa Covid. LH 0909796766
",2,365,,1,14,,,2,"
Cho thuê căn hộ 2 phòng ngủ Waterina Suites vừa trang bị đầy đủ nội thất.- Diện tích: 87m2.- Đầy đủ nội thất, 2 phòng ngủ, 2 phòng tắm, 1 khu vực sinh hoạt & ăn uống rộng rãi, 1 bếp hiện đại.- View sông & hồ bơi.Liên hệ Ms Vân để được giá tốt: 0909796766.
",https://file4.batdongsan.com.vn/resize/745x510/2020/05/04/20200504170331-4508_wm.jpg,,0,87,,5,,10.7583618164063,106.764747619629
"
CHO THUÊ CHUNG CƯ GALAXY 9,DT 50M2,1PN, GIÁ 9TR , 0906 741 417 Hoàng
",2,365,,1,16,,,,"
Cần cho thuê căn hộ Galaxy 9, đường Nguyễn Khoái, Quận 4, lầu cao view đẹp. - Diện tích: 50m2. Thiết kế gồm: Phòng khách, 1 phòng ngủ, 1 toilet. Đầy đủ nội thất. - Giá: 9 triệu/tháng. Full NT, Hồ bơi, phòng gym miễn phí. - Gần trung tâm thành phố giao thông thuận tiện. - An ninh đảm bảo 24/24. - Các tiện ích hồ bơi, gym sử dụng miễn phí, ra vào bằng thẻ từ rất an ninh, có hệ thống siêu thị, cafe, công viên ngay tạ tầng trệt.LH: 0906 741 417 Hoàng
",https://file4.batdongsan.com.vn/resize/745x510/2020/05/12/20200512091432-21ad_wm.jpg,,9,50,,5,,10.7571754455566,106.693916320801
"
Cho thuê căn hộ CC cao cấp giá rẻ Moon Light Parkview-Bình Tân. Xem nhà ở liền, LH 0908744691 Thanh
",2,365,,1,2,,,2,"
- Cho thuê gấp căn hộ chung cư Moon Light Parkview - Bình Tân, nhà đẹp gồm 2 phòng ngủ, giá thuê 14tr.- Tiện ích: Gần nhà thờ thánh Paolo, công viên Phú Lâm, Coop Mart Bình Tân, trường giao thông vận tải, ngân hàng, nhà trẻ.- Trong khuôn viên có siêu thị, spa, phòng tập thể hình, clb cầu lông.- Thuận tiện giao thông đi các quận nội thành.- Khu vực dân trí cao, camera 24/24.- Lầu cao thoáng mát, view đẹp.- Liên hệ xem nhà: 0908744691 Thanh.
",https://file4.batdongsan.com.vn/resize/745x510/2020/02/29/20200229105316-3ca2_wm.jpg,,14,65,,5,,10.7518320083618,106.620292663574
"
Cho thuê nhà xưởng đường Vườn Lài, An Phú Đông, quận 12. DT: 500m2, giá 25tr/tháng, LH: 0937388.709
",7,365,,1,13,,,,"
Cho thuê nhà xưởng nằm đường Vườn Lài, phường An Phú Đông, quận 12. DT: 500m2, giá 25 triêu/tháng. Xưởng cao 7m, điện 3fa, nước may ko tên. Đường rộng xe ra vào thoải mái, rát thích hợp nhiều ngành nghề. Quý khách có nhu cầu xin LH: 0937.388.709 A. Tín. 
",https://file4.batdongsan.com.vn/resize/745x510/2020/01/09/20200109081931-d941_wm.jpg,,25,500,,5,,10.8490527,106.6929759
"
Sang nhượng hợp đồng kinh doanh phòng cao cấp cho thuê ở Nơ Trang Long, Bình thạnh
",4,365,,1,3,,,,"
Sang nhượng hợp đồng kinh doanh phòng cao cấp cho thuê ở Nơ Trang Long, Bình thạnh.Lợi nhuận hơn: 13 triệu/tháng, tính cả lời dịch vụ tầm 15 triệu/tháng. Bên mình đã set up và cho thuê hết phòng (tất cả các phòng hợp đồng từ 6 tháng tới 1 năm, khách chỉ cần quản lý và thu tiền hàng tháng, thu nhập thụ động và ổn định trong vòng 5 năm).Kết cấu nhà xây 4x16m, gồm 1 trệt, 3 lầu, sân thượng.Trong đó: Có 6 phòng cao cấp, có ban công, cửa sổ, 1 mặt bằng mặt tiền, tất cả phòng đều có giường, tủ, máy lạnh, tủ lạnh, bàn ăn. Một số phòng có thêm TV, sàn gỗ. Giá thuê phòng từ 4,8tr - 5 triệu/tháng, diện tích từ 26 - 32m2, hợp đồng từ 6 tháng - 12 tháng.Đã set up trang bị sẵn đồng hồ điện, internet cáp quang, và nội thất cao cấp,...Hiện tại đã kinh doanh ổn định. Lợi nhuận ròng 13 triệu/tháng. Hợp đồng còn 5 năm.- Giá thuê nhà 23 triệu/tháng.Ký hợp đồng trực tiếp với chủ nhà.Giá sang lại: 225 triệu VNĐ (đã bao gồm chênh lệch cọc).Call: 0945999335 A Hưng.
",https://file4.batdongsan.com.vn/resize/745x510/2020/05/04/20200504155310-3dcb_wm.jpg,,23,64,,5,,10.8148439,106.6979157
"
Cho thuê CC tòa S4 chung cư Goldmark City, 100m2, 3PN, nội thất cơ bản, căn góc, hướng ĐN
",2,365,,2,27,,,3,"
Cho thuê căn hộ tòa Sapphire 4 chung cư Goldmark City 136 Hồ Tùng Mậu.- Thiết kế 3 phòng ngủ, 2WC, 100m2, căn góc tầng cao thoáng mát, hướng đông năm, view đẹp long lanh, nội thất cơ bản (giường, tủ, đệm, kệ TV, bộ bàn ghế, điều hòa, tủ bếp, rèm cửa, bếp từ, lò nướng... ).
",https://file4.batdongsan.com.vn/resize/745x510/2020/05/11/20200511164123-d3c4_wm.jpg,,0,100,,5,,21.0403366088867,105.767585754395
"
Cho Thuê Gấp CHCC Kingston Residence, 86m2, 2PN, 2WC, giá 16TR/TH LH: 0931.541.615 (Căn Góc)
",2,365,,1,9,,,,"
- Tôi chính chủ cần cho thuê gấp căn hộ chung cư Kingston Residence, địa chỉ 146 nguyễn văn truỗi, Phú Nhuận, Tp.HCM.- Diện tích 86m2, 2PN, 2WC, giá 16 triệu/tháng.- Kèm theo đầy đủ nội thất cho thuê giá 18 triệu/tháng.- Kèm mới đẹp, thiết kế thoáng mát.- Chỉ cần sách vali vào là ở.- Xem nhà LH: 0931.541.615 (Minh)
",https://file4.batdongsan.com.vn/resize/745x510/2020/05/12/20200512091441-f51b_wm.jpg,,16,86,,5,, 10.8006715957293210,106.6786791487900700
"
Cho thuê 2PN, Kim Văn Kim Lũ đã có nội thất, giá 5 triệu / tháng
",2,365,,2,38,,,2,"
Mình cần cho thuê căn hộ chung cư CT12C khu đô thị Kim Văn Kim Lũ.Căn hộ có diện tích 55m2, thiết kế bao gồm 2 phòng ngủ, 2 vệ sinh, 1 phòng khách, 1 bếp, 1 ban công.Căn hộ đã trang bị: Kệ bếp, tủ bếp, bếp từ, hút mùi, sofa, nóng lạnh,  điều hòa...Giá cho thuê 5tr/tháng.Lưu ý khách thuê được nhà phải trả phí môi giới là nửa tháng tiền thuê nhà.LH: 0933.330.556 để được xem nhà miễn phí.
",https://file1.batdongsan.com.vn/guestthumb745x510.20181114131613176.jpg,,5,55,,5,,20.9732913970947,105.820007324219
