title,estateType,expireAfter,project,province,district,ward,street,numberOfRoom,description,image,detail,price,area,contact,transaction,addressDetail,lat,lng
"
CHO THUÊ GẤP CĂN HỘ TRESOR 2PN 1WC FULL NỘI THẤT CAO CẤP GIÁ SIÊU RẺ 15TR/THÁNG LH 0909943545
",2,365,,1,16,,,2,"
CHO THUÊ GẤP CĂN HỘ TRESOR 2PN 2WC FULL NỘI THẤT CAO CẤP GIÁ SIÊU RẺ 15 TRIỆU/ THÁNG LH 0909943545 CẦN BÁN CĂN HỘ CAO CẤP THE TRESOR QUẬN 4 2PN FULL NỘI THẤT 3.4 TỶ LH: 090.994.3545 Chính chủ thiện chí bán gấp RIVERGATE cao cấp bậc nhất Sài Gòn.+ Địa chỉ : 39-39B Bến Vân Đồn, Phường 12, Quận 4, Hồ Chí Minh+Diện tích: 50m2,+Thiết kế 2PN 1WC+Thiết kế hiện đại và sang trọng, đầy đủ nội thất, chỉ cần xách Vali vào ở.+Căn hộ view nhìn sông Kênh tẻ rất đẹp, tầng cao thoáng mát, tất cả các phòng đều có cửa sổ lớn, đón gió và nắng tự nhiên. Tiện ích cao cấp: 4 tầng hầm để xe đảm bảo thoải mái chỗ đậu xe, hồ bơi, Gym, vườn đi bộ trên không, khu vui chơi trẻ em, nhà hàng, siêu thị 24/24, Vinmart, Hiệu thuốc. Ngoài ra, chỉ cách trung tâm quận 1 qua cầu Ông Lãnh nên thừa hưởng mọi tiện ích cao cấp tại quận 1.Ngân hàng hỗ trợ vay 80%. #chungcư #chungcưmini #chungcưgiárẻ #sunrisecity #quận4 #chothuêcănhộquận4 #bánchungcư #novaland #muanhà #officetel #hinhsẽ Cam kết không đăng tin giá ảo.   Liên hệ đi xem trực tiếp: (Zalo) Toản. 090.994.3545Bàn giao: Nhà thô, nhà hoàn thiện cơ bản và full nội thất.Nhận ký gửi - mua bán - cho thuê căn hộ - officetel: River Gate, Millennium, Tresor, ICON 56, Saigon Royal, Grand Riverside, Gold View.
",https://file4.batdongsan.com.vn/resize/745x510/2020/05/12/20200512164631-70bf_wm.jpg,,15,50,,5,,10.766646385192871,106.70347595214844
"
Cho thuê shophouse Ngọc Trai 6 Ocean Park - Hoàn thiện cơ bản, tháng 9/2020 tính tiền thuê
",4,365,,2,33,,,,"
Cho thuê shophouse Ngọc Trai 6 - hoàn thiện cơ bản.Phù hợp: Ngân hàng, showroom, nội thất, cafe.Mặt đường 52m, trục chính khu đô thị.Diện tích đất: 70,8m2/mặt tiền 5.9m.Diện tích sàn 270m2 (4 tầng + tum).Bàn giao hoàn thiện cơ bản gồm:Lát nền gạch men, vệ sinh các tầng, cầu thang, điện - nước, trần thả.Không làm vách ngăn các phòng.Không sơn tường, không điều hòa (phần này bên thuê tự làm theo nhu cầu kinh doanh).Thời gian thuê: Từ 03 đến 05 năm.Giá thuê dự kiến: 50 triệu/th (năm đầu).Biệt thự thương mại Hải Âu 1 cho thuê theo tầng hoặc cả nhà.Giá thuê cạnh tranh từ 50 105 tr/th (năm đầu).Đặt cọc và ký hđ ngay khi hai bên thỏa thuận xong.Dự kiến bàn giao CĐT: Tháng 06/2020.Dự kiến tính tiền thuê: Tháng 9/2020.LH Mr Tuân 0945 436 569.-----Đường 52m, trục giao thông huyết mạch của đại đô thị Vinhomes Ocean Park: Sở hữu vị trí đắc địa, cửa ngõ là toà Vinfast 45 tầng, đại học Vinuni Vingroup đã có kế hoạch sẽ mở đường nhánh rẽ từ cao tốc Hà Nội - Hải Phòng kết nối trực tiếp vào trục đường này. Theo đó, shophouse mặt đường 52m đã được giới đầu tư đánh giá là tụ điểm kinh doanh sầm uất bậc nhất Ocean Park.
",https://file4.batdongsan.com.vn/resize/745x510/2020/03/09/20200309102806-1b73_wm.jpg,,0,70.8,,5,,21.0024147033691,105.964111328125
"
Cho thuê BT Trung Văn Vinaconex 3 Trung Văn, Nam Từ Liêm, 160m2 XD 100m2 * 5T nổi 1 hầm 45 tr/th
",1,365,,2,42,,,6,"
Cho thuê biệt thự Vinaconex 3, khu Trung Văn, Nam Từ Liêm.Diện tích 160m2, xây dựng 100m2 * 5 tầng nổi 1 tầng hầm.Mặt tiền 8m, có vỉa hè và hầm để xe thoải mái.Thiết kế thông sàn, có sân cây cảnh hoặc cafe..Thiết kế dạng văn phòng, có thang máy, có điều hòa.Rất phù hợp làm văn phòng, lớp học, trung tâm tiếng, spa đào tạo. Ở cho người nước ngoài...Giá cho thuê 45 triệu/tháng.Liên hệ xem nhà: 0817992222 A Dự.
",https://file4.batdongsan.com.vn/resize/745x510/2019/12/13/20191213141229-9947_wm.jpg,,45,160,,5,,20.994457244873,105.779754638672
"
Cho thuê nhà biệt thự MP Lưu Hữu Phước, Mỹ Đình Nam Từ Liêm, 130m2*4 tầng, giá 35 triệu/tháng
",4,365,,2,42,,,5,"
CHo thuê nhà biệt thự MP Lưu Hữ Phước, 130m2 xây dựng 4 tầng.Thiết kế tầng 1 có bếp khách, gara và 1 ngủ.Tầng 2 thông sàn, tầng 3 có 3 phòng ngủ, tầng 4 có phòng thờ và sân phơi công 1 kho.Nhà thiết kế hợp lý, khu yên tĩnh,Rất phù hợp làm công ty, lớp học, trung tâm xkld, hoặc các chuyên gia ở lại.Khu vực nhiều văn phòng, thuận tiện đi lại ra các bến xe,...Giá cho thuê 35 triệu/tháng.Liên hệ xem nhà: 0817992222 A Dự.
",https://file4.batdongsan.com.vn/resize/745x510/2020/02/13/20200213104655-a0e8_wm.jpg,,35,130,,5,,21.0321812,105.765352
"
Mặt bằng kinh doanh 35 m2, ngang 10m, trệt trống suốt, lề đường 7m. 0901414778
",4,365,,1,19,,,,"
Cho thuê mặt bằng kinh doanh tại phường Tân Hưng, quận 7.Khu dân cư đông đúc, thuận tiện kinh doanh nhiều ngành nghề.Diện tích 35 m2, xây 1 trệt trống suốt, ngang mặt tiền 10m, đường trước nhà rộng 35m, trong đó lề đường rộng 7m.Hợp đồng dài hạn.Giá thuê 15 triệu/tháng.
",https://file4.batdongsan.com.vn/resize/745x510/2019/12/24/20191224142158-ea4f_wm.jpg,,15,35,,5,,10.7406856,106.6985992
"
cho thuê rẻ căn 53m2 Times city, hướng nam mát giá chỉ 9tr/th. Vào ở ngay. LH 0903450893
",2,365,,2,35,,,,"
- Căn hộ thiết kế 1PN+ 1WC, hướng nam mát - Nội thất nguyên bản của CĐT: sàn gỗ, trần thạch cao, cửa chống cháy, điều hoà, đèn chiếu sáng, các thiết bị vệ sinh, tủ âm tường, hệ thống hút mùicăn hộ hiện tại đang để trống, xem nhà 24/7- Gía cho thuê: 9triệu/ tháng.- Liên hệ được tư vấn và xem nhà : Khánh Vân: 0903450893( imessage, zalo, viber)
",https://file4.batdongsan.com.vn/resize/745x510/2020/05/12/20200512164855-6f13_wm.jpg,,0,0,,5,,20.9947910308838,105.86784362793
"
Cho thuê CH Cityland Park Hills, Gò Vấp: 79m2, 2 phòng ngủ, 2WC. Giá: 10tr/tháng, LH: 0968 354 040
",2,365,,1,6,,,2,"
Cho thuê CH Cityland Park Hills, Gò Vấp:- Diện tích: 79m2, 2 phòng ngủ, 2WC.- Khu vực an ninh, dân trí cao.- Tiện ích nội ngoại khu đầy đủ.* Giá: 10tr/tháng.* LH: 0968 354 040 Tiến.
",https://file4.batdongsan.com.vn/resize/745x510/2020/03/02/20200302160908-e2eb_wm.jpg,,10,79,,5,,10.8343458175659,106.668395996094
"
Cho thuê nhà mặt tiền Hoàng Hoa Thám, gần THPT Nguyễn Chí Thanh
",4,365,,1,22,,,,"
Cho thuê nhà nguyên căn MT Hoàng Hoa Thám, Tân Bình.Diện tích: 4x25m, 1 trệt 1 lầu, sân thượng,Thích hợp kinh doanh văn phòng, spa, shop thời trang, salon tóc, trường dạy học, quán ăn uống,...Giá 25 triệu/tháng.LH để xem nhà: 090 278 2495.
",https://file4.batdongsan.com.vn/resize/745x510/2020/03/06/20200306140342-2c0c_wm.jpg,,25,100,,5,,10.8081641,106.6883684
"
Cho thuê officetel Sunrise City View 1PN trống 8 triệu/th, đủ nội thất 10.5 triệu/th - 0909220855
",2,365,,1,19,,,1,"
Chính chủ cho thuê căn hộ Sunrise City View, Nguyễn Hữu Thọ, Tân Hưng, Quận 7.Diện tích: 40m2, 1PN trống có máy lạnh rèm 8 triệu/th.Diện tích: 40m2, 1PN đủ nội thất 10.5 đến 11 triệu/tháng.Diện tích: 75m2, 2PN, 2WC đủ nội thất 18 triệu/th.Liên hệ 0909220855 xem nhà.
",https://file4.batdongsan.com.vn/resize/745x510/2020/03/28/20200328105758-c584_wm.jpg,,8,40,,5,,10.7453575134277,106.700843811035
"
Cho thuê nguyên căn mặt tiền rộng 10m quận 1
",4,365,,1,10,,,,"
Cho thuê nhà nguyên căn bề ngang siêu rộng Diện tích: 10x20m Kết cấu trệt 2 lầu trống Giá 90 triệu Khu vực đôn đúc, chủ nhà dễ thương cho kinh doanh đa ngành nghề Liên hệ xem nhà chính chủ: Công Luận 0933579456
",https://file4.batdongsan.com.vn/resize/745x510/2020/05/12/20200512164640-6101_wm.jpg,,90,200,,5,,10.8230989,106.6296638
