title,estateType,expireAfter,project,province,district,ward,street,numberOfRoom,description,image,detail,price,area,contact,transaction,addressDetail,lat,lng
"
Cho thuê căn hộ 3 phòng ngủ chung cư Vinhomes Metropolis, Dt 92m2, đủ đồ giá 25tr/tháng(view hồ)
",2,365,,2,25,,,3,"
Do không có nhu cầu sử dụng nên cho thuê căn hộ 3 Phòng Ngủ tại chung cư Vinhomes Metropolis 29 Liễu Giai.- Tòa M2, căn hộ 1612A, 92m2, 3PN, đầy đủ đồ.- Giá cho thuê 25 triệu/ tháng.Liên hệ Chị Liên 0913 719 066.
",https://file4.batdongsan.com.vn/resize/745x510/2020/02/05/20200205160430-e4cd_wm.jpg,,25,92,,5,,21.0317993164063,105.814193725586
"
Cho thuê căn hộ Florita Q7, 2PN 2WC có một số nội thất giá chỉ 13tr/th dọn vào ở ngay LH 0337383839
",2,365,,1,19,,,2,"
Cần cho thuê gấp căn hộ Florita, Quận 7.DT: 68m2, 2PN 2WC, đầy đủ nội thất. Tầng cao, thoáng mát đẹp. Tiện ích: Gần bệnh viện, các trường quốc tế, trung tâm thương mại lớn, siêu thị,... Nội khu có hệ thống siêu thị, cửa hàng tiện lợi, phòng khám, nhà thuốc, gym, yoga, bơi lội sân chơi rộng rãi, công viên bờ sông,... An ninh tuyệt đối với hệ thống bảo vệ 24/24.Chỉ 5 phút là đến trung tâm Quận 1. Giá cho thuê: 13 triệu/tháng.Liên hệ: 0934 21 21 77.
",https://file4.batdongsan.com.vn/resize/745x510/2019/10/09/20191009094912-b7e1_wm.jpg,,12,68,,5,,10.7448282241821,106.695152282715
"
Cho thuê căn hộ Horizon, Quận 1, 135m2, 3PN, full NT, giá thuê 24 tr/tháng, LH: Công 0903 833 234
",2,365,,1,10,,,,"
Cho thuê căn hộ Horizon, Quận 1, 135m2, 3Phòng ngủ, lầu cao, view đẹp, nhà mới full nội thất, nhận nhà ở ngay với tiện ích siêu thị hồ bơi, bãi đậu xe, vị trí trung tâm, khu căn hộ an ninh 24/24...Giá thuê 24 triệu/tháng.LH: Công 0903 833 234.
",https://file4.batdongsan.com.vn/resize/745x510/2020/03/02/20200302090238-bd04_wm.jpg,,24,135,,5,,10.7918844223022,106.687744140625
"
Mặt bằng trung tâm Biên Hòa, cho thuê 540m2, Bửu Long, giá chỉ 15tr/tháng
",4,365,,5,71,,,,"
Cho thuê mặt bằng cách đường Huỳnh Văn Nghệ 20m, phường Bửu Long đối diện đại học Lạc Hồng cơ sở 1.• Hiện trạng: Đất trống vuông vức, đã xây sẵn tường rào bao quanh kiên cố, cây to trên đất.• Đường xe tải khu dân cư sầm uất, phát triển.• Phù hợp kinh doanh cà phê văn phòng, sân vườn, quán ăn, câu lạc bộ billiards, bãi xe,• Hướng: Đông.• Diện tích: 18 x 30m.• Giá thuê: 15 triệu/tháng (cọc 3 tháng, thanh toán hàng tháng, hợp đồng tối thiểu 1 năm).
",https://file4.batdongsan.com.vn/resize/745x510/2020/05/12/20200512101942-5f47_wm.jpeg,,15,540,,5,,10.9681954,106.7972342
"
Cho thuê nhà biệt thự mặt phố Trung Văn Vinaconex 3, Trung Văn DT 180m2, 4 tầng, MT 8m. Giá 40tr/th
",4,365,,2,42,,,4,"
Cho thuê nhà biệt thự mặt phố Trung Văn Vinaconex 3, phường Trung Văn, quận Nam Từ Liêm, Hà Nội.Diện tích đất 180m2, xây dựng 120m2.Gồm 4 tầng nổi và 1 hầm, mặt tiền rộng 8m, nhà thiết kế mỗi tầng chia 2 phòng ngủ, có điều hòa, sàn gỗ đầy đủ...Nhà phù hợp làm văn phòng, spa...Giá: 40 triệu/tháng.Liên hệ: Huân 0901 737 616 - Hương 0859 221 988.
",https://file4.batdongsan.com.vn/resize/745x510/2019/10/23/20191023174106-6070_wm.jpg,,40,180,,5,,20.994457244873,105.779754638672
"
Cần cho thuê Biệt Thự/Biệt Thự cho thuê phong cách Tây cực đẹp. Giá chỉ 70tr/tháng
",4,365,,1,15,,,,"
Cần cho thuê Biệt Thự/Biệt Thự cho thuê phong cách Tây cực đẹp, khu trung tâm Quận 3 Vị trí: là khu đẹp của Quận 3, văn minh, lịch sự, yên tĩnh, nhiều trường học Quốc Tế chọn mở trường tại đây, xung quanh nhiều tiện ích, siêu thị, khu vui chơi, giải trí, sang trọng, nhiều Villa-Biệt Thự trong khu vực... Diện tích: 10mx26mKết cấu: 4 tầngGiá: 70 triệu/thángNhà đẹp xuất sắc, có sân vườn, gần trường học, trung tâm thương mại Tiện kinh doanh nhiều ngành nghề: trung tâm đào tạo, dạy học, dạy học thêm, anh ngữ, chuỗi cà phê thương hiệu, coffee shop, showroom, thời trang, nhà chứa hàng hóa, nhà hàng ăn uống sang trọng, nha khoa, spa sang trọng, shop rượu, cửa hàng bán lẻ, trung tâm yoga, fitness, gym, cửa hàng tiện lợi 24/7+ Quý khách quan tâm vui lòng LH: 0911795 139 gặp Uy Vũ. 68 Nguyễn Huệ (Zalo/Viber 24/7).+ Chuyên cung cấp BĐS tốt nhất Sài Gòn. Đảm bảo thông tin chính xác 100% và sản phẩm còn bán.
",https://file4.batdongsan.com.vn/resize/745x510/2020/05/12/20200512104714-9edf_wm.jpg,,70,260,,5,,10.780981,106.6911428
"
Cho thuê 3PN full nội thất cao cấp tại 378 Minh Khai, giá 16 triệu/tháng
",2,365,,2,35,,,3,"
Do không có nhu cầu sử dụng, gia đình cần cho thuê lại căn hộ tại dự án Green Pearl, 378 Minh Khai với các thông tin cụ thể như sau:- Căn hộ 90m2, thiết kế 3PN, 2VS.- Căn hộ nằm ở tầng trung của dự án mới bàn giao cao 21 tầng.Nội thất bàn giao gồm có:- Đầy đủ điều hòa LG tất cả các phòng.- Full bếp gồm tủ bếp gỗ An Cường, bếp từ, hút mùi, chậu rửa.- Tủ lạnh LG 315 lít inverter.- Tivi Sharp 55 inch.- Kệ tivi Gỗ An Cường.- Đèn chùm Hera 36 lá bánh dày.- Sofa bàn trà.- Bộ bàn ăn ghế bọc da Baya.- Đèn bàn ăn.- Rèm full các cửa cản nắng.- Máy giặt Electrolux cửa trước.- Giàn phơi thông minh.- Toilet vách tắm kính, thiết bị vệ sinh ToTo.- Bình nóng lạnh.- Tủ quần áo, giường gỗ An cường, đệm cao su, ga gối Hanvico.- Kệ phòng ngủ.- Tủ giầy gỗ An cường.- Khoá từ.Giá cho thuê căn hộ: 16 triệu/tháng, bao phí dịch vụ.Ngoài ra chúng tôi còn rất nhiều căn hộ 2PN, 3PN đang muốn cho thuê, Quý khách hàng cho nhu cầu thuê xin liên hệ: 0979 1900 19.
",https://file4.batdongsan.com.vn/resize/745x510/2020/03/18/20200318174305-d64e_wm.jpg,,16,90,,5,,20.9965381622314,105.863388061523
"
Cho thuê căn hộ chung cư Ecolife Capitol 58 Tố Hữu, 2 phòng ngủ, đủ đồ, giá 12 tr/th LH 0968956086
",2,365,,2,42,,,2,"
Do không có nhu cầu sử dụng nên cho thuê căn hộ tầng 19, DT 76m2, thiết kế 2 phòng ngủ và phòng khách đều có ánh sáng.Căn hộ đã setup đầy đủ nội thất: Sofa nhập khẩu, tivi, tủ lạnh Side By Side, máy giặt + máy sấy, giường + đệm + tủ áo, điều hòa Daikin hai chiều, nóng lạnh, tủ bếp + bếp từ + hút mùi, rèm cửa, thiết bị vệ sinh cao cấp đều của Toto khách chỉ việc mang quần áo vào ở.Căn hộ đã có giấy phép ĐKKD + tạm trú tạm vắng cho người nước ngoài. Ưu tiên khách ký lâu dài.Giá thuê 12 triệu/tháng.Liên hệ xem nhà Chị Hiền 0968956086.
",https://file4.batdongsan.com.vn/resize/745x510/2017/10/25/20171025165050-e66e_wm.jpg,,12,76,,5,,20.9935626983643,105.78515625
"
Chính chủ cho thuê căn hộ Studio Vinhomes Green Bay: tầng 16 tòa G3, đầy đủ đồ, net 8 triệu/tháng
",2,365,,2,42,,,1,"
Cần cho thuê gấp căn hộ tầng 19 tòa G3 Vinhomes Green Bay: loại Sudio 40m2, 1 phòng ngủ, 1 wc, ban công Đông Nam view hồ điều hòa. Nhà đã có đầy đủ đồ khách thuê chỉ việc xách vali vào ở ngay.Giá 8 triệu/ tháng (Ưu Tiên dài hạn).LHCC: 0968-956-086.
",https://file4.batdongsan.com.vn/resize/745x510/2019/05/21/20190521095037-1cf0_wm.jpg,,8,40,,5,,20.9989585876465,105.788032531738
"
Cho thuê 2PN + 2WC tầng cao, view Bitexco tết này xem pháo hoa, chỉ 20 tr/th. LH 0911480880 T. Tình
",2,365,,1,16,,,2,"
Cho thuê CHCC Gold View 80m2 view sông Bến Nghé, Bitexco.- Thiết kế đẹp với 2PN, 2WC, phòng khách, nhà bếp (nhà đẹp như hình).- Có ban công để hít khí trời, ngắm cảnh thành phố về đêm.- Đầy đủ nội thất, chỉ cần dọn đồ vào ở.- Khu vực an ninh, bảo vệ 24/24.- Gần trường học, bệnh viện, nhà thờ...- Rất ít kẹt xe.* Tiện ích nội khu: Phòng tập gym, yoga, 2 hồ bơi tràn, vườn treo, BBQ, TTTM lớn... (và còn nhiều tiện ích khác).Giá thuê: 20 triệu/tháng.Liên hệ: 0911480880 Trọng Tình Võ.
",https://file4.batdongsan.com.vn/resize/745x510/2020/01/17/20200117154225-733f_wm.jpg,,20,81,,5,,10.7562484741211,106.691848754883
