title,estateType,expireAfter,project,province,district,ward,street,numberOfRoom,description,image,detail,price,area,contact,transaction,addressDetail,lat,lng
"
Cần bán officetel Charmington La Pointe, giá 1,450 tỷ, diện tích 32m2, LH: 0937279499
",2,365,,1,11,,,,"
Chính chủ cần bán lại căn hộ Charmington La Pointe, Cao Thắng, Quận 10.Vị trí trung tâm Sài Gòn, kết nối các Quận trung tâm chưa đến 5 phút.Officetel trang bị nội thất cao cấp.Khuôn viên cực đẹp.Kẹt tiền cần bán gấp giá rẻ nhất thị trường (không thương lượng giá).- Tiện ích: Siêu thị Coopmart, Hồ bơi miễn phí, Cafe, Yoga...- Công năng: Làm văn phòng công ty hoặc để ở (được đăng ký kinh doanh).Liên hệ khi có nhu cầu: 0937279499.
",https://file4.batdongsan.com.vn/resize/745x510/2019/02/28/20190228110245-3038_wm.jpg,,1450,32,,6,,10.7747411727905,106.674629211426
"
Nhà đất xuân hòa rao bán lô góc 2 mặt tiền cho khách có thiện chí
",5,365,,31,401,,,,"
Bán đất khu đô thị Xuân Hoà . lô góc 2 mặt tiền Vị trí gần chợ gần trung tâm tôt chức sự kiện  gần đường nội đô rộng 24m  Giá : bao thơm cho khách có thiện chíCó sổ đỏ pháp lí dõ ràng Hãy nhanh tay gọi: 0325.709.997 e Dung
",https://file4.batdongsan.com.vn/resize/745x510/2020/05/09/20200509091040-f609_wm.jpg,,3200,439,,6,,21.2957324981689,105.714576721191
"
Bán nhà đẹp HXH đường Lê Văn Sỹ, P13 phú nhuận, DT : 6.8*19m, Hầm 4 lầu giá 14.9 tỷ TL 
",1,365,,1,9,,,,"
- Vị trí : hẻm nhựa xe hơi vào tận nhà, khu dân trí an ninh, khu chuyên văn phòng cty, căn hộ dịch vụ, shop thời trang,- Diện tích : 6.8*19m - Kết cấu : Hầm trệt  lửng 3 lầu - Hiện đang cho thuê làm căn hộ dịch vụ thu nhập cao hàng tháng - Pháp lý sổ hồng chính chủ - Giá bán : 14.9 tỷ TL Bán nhà riêng hẻm xe hơi đường Lê Văn Sỹ Phường 10 Quận Phú Nhuận Liên hệ Quốc Cường: 0938757212 (ZALO/VIBER 24/7)TÀI SẢN THẬT, GIÁ TRỊ THẬT. UY TÍN - CHẤT LƯỢNG
",https://file4.batdongsan.com.vn/resize/745x510/2020/05/09/20200509161134-0fab_wm.jpg,,14900,130,,6,,10.7908218,106.6729344
"
Chính chủ bán lô Phạm Văn Đồng thông cầu sông Hàn tiến ra biển Đông, 5*25m. LH: 0977771919
",5,365,,3,61,,,,"
Chính chủ bán lô Phạm Văn Đồng thông cầu sông Hàn tiến ra Biển Đông, tuyến đường phong thuỷ kinh doanh du lịch sầm uất bậc nhất Đà Nẵng, nơi tập trung các nhà hàng cao cấp, khách sạn 4 - 5 sao.Diện tích 5x25m = 125m2.Hướng Nam.Giá 29 tỷ bán đến công chứng (người mua chịu thuế và phí làm sổ).Hình ảnh thực tế lô đất nằm giữa khách sạn Nagila và karaoke Shark.Call: 0938179199.
",https://file4.batdongsan.com.vn/resize/745x510/2020/02/20/20200220110133-fc21_wm.jpg,,29000,125,,6,,16.0703815,108.2377596
"
Căn hộ Bình Dương Grand View mặt tiền Quốc Lộ 13 - CĐT Phát Đạt, LH: 0938.99.72.85
",2,365,,4,70,,,2,"
Chủ đầu tư Phát Đại giới thiệu 5200 căn hộ trên mặt tiền Quốc Lộ 13 vào tháng 5/2020.Cơ hội vàng cho các nhà đầu tư khi hạ tầng Bình Dương đang được đầu tư mạnh mẽ và Nhu cầu thuê nhà luôn cao khi dự án nằm gần hàng loạt các KCN lớn như: KCN VSIP 1, KCN Việt Hương.- Tổng quan dự án.Tên dự án: Bình Dương Grand View.Vị trí: Mặt tiền Quốc Lộ 13, tỉnh Bình Dương.Chủ đầu tư: Phát Đạt.Tổng đại lý phân phối: DKRA.Tổng vốn đầu tư dự kiến: 5.800 tỷ đồng.Loại hình sản phẩm: Căn hộ chung cư.Quy mô: 40 tầng.Loại hình: Căn 2PN và 3PN.Thời gian bàn giao căn hộ: Cuối quý 2/2022.Tiện ích vượt trội: Công viên cây xanh, hồ bơi vô cực, khu vui chơi trẻ em, phòng gym và yoga, rạp chiếu phim, trung tâm thương mại Diamond Plaza, nhà hàng droftop, Khu business lounge và phòng họp nhỏ phục vụ cho các chuyên gia,...- Giá trị kết nối vàng của căn hộ Bình Dương Grand View:Cách KCN VSIP: 1km.Cách bệnh viện Quốc tế Bình Dương Becamex: 1,5km.Cách trung tâm thương mại Aeon Mall: 1,8km.Cách KCN Việt Hương: 3km.Cách bệnh viện Đa khoa Hoàn Hảo 10 phút.Cách Khu Đại học Quốc Gia TP. HCM, sân golf Sông Bé, khu du lịch Suối Tiên khoảng 15 phút.Cách Chợ Thủ Đức, bến xe Miền Đông Mới 16 phút.Cách Bệnh viện Ung Bướu cơ sở 2, khu du lịch Hồ Nam, khu du lịch Đại Nam, bệnh viện Quân Y 4 khoảng 18 phút.Cách sân bay quốc tế Tân Sơn Nhất, trung tâm kinh tế Quận 1 TP HCM chỉ 30 phút di chuyển.- Bình Dương Grand View hưởng lợi thế từ hệ thống hạ tầng giao thông hoàn thiện như:Tuyến đường Tạo Lực Bắc Tân Uyên Phú Giáo Bàu Bàng tổng chiều dài 47,35km quy mô 6 làn xe.Tuyến đường và cầu kết nối Bình Dương, Tây Ninh.Quốc lộ 13 - Đại lộ Bình Dương.Cầu Thủ Biên.Đường Mỹ Phước Tân Vạn.Các trục đường: ĐT741, ĐT743, ĐT747, ĐT744, cầu Thủ Biên, đường Mỹ Phước Tân Vạn) đã phát huy vai trò tích cực trong kết nối giao thông, phục vụ phát triển kinh tế xã hội của tỉnh.
",https://file4.batdongsan.com.vn/resize/745x510/2020/03/21/20200321094539-a431_wm.jpg,,0,0,,6,,10.9136486053467,106.713203430176
"
NỀN HẺM 54 CÔNG BINH 50M2 THỔ CƯ 5,2MX10M
",5,365,,12,163,,,,"
BÁN NỀN HẺM 54 CÔNG BINH TRÀ ANDT 5,2mx9,5m 50m2 Thổ cư 100%Lộ Giới 3mHướng Tây BắcGiá 650 triệuLiên Hệ 0976331011
",,,650,50,,6,, 10.0833548106711620,105.7213014943340900
"
Bán đất 100% thổ cư Dương Quảng Hàm, 18.5x31.5m thích hợp xây CHDV, KS, VP. LH 0909611113 Minh
",5,365,,1,6,,,,"
Bán đất thổ cư 100% đường Dương Quảng Hàm, phường 6, Gò Vấp.- Diện tích: 18.5 x 31.5 = 600m2.- Giá: 36 tỷ.Vị trí: Gần Phạm Huy Thông, Lê Đức Thọ. Khu vực cực kỳ phát triển, thích hợp xây dựng ở, phòng trọ cho thuê. Gần Đại Học Văn Lang, sau lưng Siêu thị Emart, khu biệt thự Cityland Phan Văn Trị.LH: 0909 611 113 Minh.
",https://file4.batdongsan.com.vn/resize/745x510/2019/12/24/20191224152954-abb6_wm.jpg,,36000,600,,6,,10.8351321,106.6840642
"
CHÍNH CHỦ CẦN BÁN NHANH CĂN 2 P NGỦ DT 110M2 R2 ROYAL CITY LH 0961 668 985
",2,365,,2,52,,,2,"
Chính chủ cần bán nhanh căn 2 phòng ngủ, DT 110m2 R2 Royal City, giá chỉ 39tr/m2 nhận nhà ở ngay.- Diện tích 110m2, 2 phòng ngủ, 2WC cửa vào Bắc, ban công Nam view nhìn vào nội khu bể bơi, sân vườn cực đẹp như trong resort.- Sổ đỏ chính chủ, nhà miễn phí dịch vụ.- Gía 4,3 tỷ bao phí sang tên sổ đỏ.- Xem nhà LH 0961 668 985
",https://file4.batdongsan.com.vn/resize/745x510/2020/05/09/20200509161118-30a5_wm.jpg,,4300,110,,6,,21.0026664733887,105.8154296875
"
Cần bán gấp lô đất tái định cư Thạch Hòa, Thạch Thất
",5,365,,2,49,,,,"
Thạch Hòa, Thạch Thất, HN.- Do nhu cầu muốn bán gấp người mua. Gặp chủ luôn đang cần bán gấp giá yêu thương 16tr/m2.- Vị trí: Tại khu tái định cư Thạch Hòa, Thạch Thất.- - Diện tích: 200m2 thổ cư mặt tiền 8m dài 25m TĐC dân dụng Bắc Phú Cát, đã sổ đỏ chính chủ, pháp lý, ranh giới, rõ ràng quý khách hoàn toàn yên tâm.- Đường rộng thông thoáng, cách trung tâm Hà Nội 30p lái xe giáp đường cao tốc Đại Lộ Thăng Long,- Vị trí lô đất cao, thoáng, đẹp, rộng không khí trong lành yên tĩnh, hướng Đông Nam đẹp phù hợp nhiều tiêu trí làm nhà ở đầu tư sinh lời thanh khoản nhanh. Giao thông thuận tiện.- Một lô đất tiềm năng để ở, mua đầu tư sinh lời cao do cần tiền nên cần bán gấp.
",https://file4.batdongsan.com.vn/resize/745x510/2020/04/01/20200401131912-7f91_wm.jpg,,0,200,,6,,20.9905242919922,105.525192260742
"
Chuyên bán nhiều căn góc Sky Garden 3, nhà đẹp, vị trí đẹp view đẹp giá tốt lầu 9. Call 0977771919
",2,365,,1,19,,,2,"
Bán gấp nhiều căn hộ Sky Garden 3. Căn góc 72m2 - 74m2 thiết kế 2 phòng ngủ, 2 toilet có bồn tắm nằm. Nhà rất đẹp view đẹp lầu cao, full nội thất mới 100%.Sổ hồng đầy đủ. Giá bán từ 2,67 tỷ, call 0938179199.
",https://file4.batdongsan.com.vn/resize/745x510/2019/10/07/20191007114944-9691_wm.jpg,,0,72,,6,,10.7329339981079,106.706382751465
