title,estateType,expireAfter,project,province,district,ward,street,numberOfRoom,description,image,detail,price,area,contact,transaction,addressDetail,lat,lng
"
Cần cho thuê nhà 35 Trần Thái Tông S 185m2, MT 13m KD cafe nhà hàng rất đẹp 60 tr/th, 0934406986
",4,365,,2,28,,,,"
Tôi cần cho thuê nhà:+ 35 Trần Thái Tông S 185m2, MT 13m KD cafe nhà hàng rất đẹp giá thuê từ 60 tr/th.+ 69 Khúc Thừa Dụ S 180m2 x 7T, MT 12m trụ sở vp cty nhà hàng spa rất đẹp giá thuê từ 50 tr/th.+ 33 Nguyễn Văn Huyên S 60m2 x 5T, MT 6m, thuê 55 tr/th.LH Mr Hà 0934406986.
",https://file4.batdongsan.com.vn/resize/745x510/2020/01/11/20200111103223-6c60_wm.jpg,,60,185,,5,,21.031806,105.7884853
"
Tôi cần cho thuê nhà 81 Nguyễn Xiển 120m2x7T, MT 9m lô góc showroom, ngân hàng cafe shop 0934406986
",4,365,,2,52,,,,"
Tôi cần cho thuê nhà mp.+ 81 Nguyễn Xiển DT 120m2x7T, MT 9m lô góc phù hợp showroom, ngân hàng cafe, nhà hàng, shop, vp, căn hộ giá thuê từ 20 tr/th.+ 71 Nguyễn Trãi 60m2x4T, KD shop, VP, giá thuê từ 20 tr/th.LH Mr Hà CEO 0934406986.
",https://file4.batdongsan.com.vn/resize/745x510/2020/03/02/20200302105723-64bb.jpg,,20,120,,5,,20.981314,105.810565
"
Cần cho thuê gấp căn 3PN, đầy đủ nội thất Jamila Khang Điền 11 triệu/th view đẹp, giá tốt nhất
",2,365,,1,21,,,3,"
Cần cho thuê gấp căn hộ 3 phòng ngủ, giá 11 triệu/th đầy đủ nội thất căn hộ Jamila Khang Điền view biệt thự, về Landmark 81 chủ nhà dễ thương mến khách.Cần cho thuê gấp 1 căn 2 phòng ngủ Jamila Khang Điền đầy đủ nội thất giá 10 triệu view sông hướng Đông Nam.Phượng đang cho thuê giá tốt nhất thị trường Liên hệ: 0909753368.Nhận ký gửi cho thuê Căn hộ Jamila Khang Điền - cho thuê nhanh, gọn, lẹ.Cảm ơn anh/chị đã xem tin!Thông tin mô tả căn hộ:Tiện ích: Hồ bơi gần 900m2, pool bar, gym, cafe, siêu thị, vườn trên không.- Căn hộ được thiết kế độc đáo, phong cách riêng biệt, sang trọng cực kỳ thoáng gió.Quy mô: 1,7 hécta.- Bao gồm 4 block căn hộ: 867 căn hộ.- Cao 24 tầng, căn hộ bắt đầu từ tầng 3 - 24 (1 hầm, 2 tầng TTTM).Vị trí: Mặt tiền đường Song Hành - cao tốc Long Thành - Dầu Giây - Giao nhau với Đỗ Xuân Hợp.- Cách Quận 1 15 phút qua Mai Chí Thọ - hầm Thủ Thiêm.- Cách khu đô thị Thủ Thiêm 15 phút.- Nằm tiếp giáp khu đô thị Nam Rạch Chiếc (Palm City, Lakeview).An ninh: 24/24.Liên hệ: 0909753368 Ms. Phượng.
",https://file4.batdongsan.com.vn/resize/745x510/2020/05/11/20200511175506-9168_wm.jpg,,11,0,,5,,10.8009119033813,106.741912841797
"
Cho thuê nhà  mặt đường bưởi dt 42m2 mặt tiền 7,7m  xây 4,5 tầng  tiện làm vp nhà hàng kinh doanh 
",4,365,,2,25,,,,"
Cho thuê nhà  mặt đường bưởi dt 42m2 mặt tiền 7,7m  xây 4,5 tầng  tiện làm vp nhà hàng kinh doanh cho thuê dài hạn  giá thuê tt liên hệ 0942414116
",,,0,0,,5,, 21.0363000231820860,105.8101162492046700
"
Tôi cần cho thuê VP TM 69 Vũ Trọng Phụng tầng 2 + 3 150m - 1500m2, KD Spa, gym, Yoga. 0934406986
",2,365,,2,52,,,,"
Tôi cần cho thuê sàn VP TM 69 Vũ Trọng Phụng, 62 Nguyễn Huy Tưởng tầng 2 + 3: 150m - 1500m2, KD Spa, Gym, Yoga, Đào Tạo. Giá thuê 185 nghìn/m2/tháng.Mr Hà Ceo: 0934406986.
",https://file4.batdongsan.com.vn/resize/745x510/2019/08/07/20190807065641-1783_wm.jpg,,277,1500,,5,,20.9991188049316,105.808441162109
"
Căn hộ chung cư nhỏ Quận 2, nội thất cơ bản, nhà mới - thương lượng giá trực tiếp với chủ nhà
",2,365,,1,14,,,1,"
Cho thuê căn hộ chung cư nhỏ trong KDC The Sun Avenue Q2, 30 - 60m2.Nhà mới, có sẵn nội thất cơ bản gồm rèm + bếp + máy lạnh.* Có 2 dạng:- Studio không ngăn phòng: Giá 7 - 8 triệu/căn.- Ngăn 1 phòng ngủ: Giá 9 - 10 triệu/căn.* Chung cư cao cấp có đầy đủ tiện nghi:- Hồ bơi, phòng gym, yoga, BBQ.- Công viên, khu vui chơi trẻ em.- Siêu thị, nhà trẻ, pharmacity, ngân hàng...An ninh tuyệt đối, thích hợp ở lâu dài.* Giá có thể thương lượng, đặc biệt có thể deal giá tốt mùa dịch Covid.Xem nhà vui lòng liên hệ 0909 79 1466 (Zalo).
",https://file4.batdongsan.com.vn/resize/745x510/2020/03/30/20200330151957-7829_wm.jpg,,7,0,,5,,10.7884483337402,106.751968383789
"
Cho thuê chung cư HH 43 Phạm Văn Đồng 2PN (75m2) đủ đồ cơ bản, giá 6.5 triệu/tháng, LH O914.626.655
",2,365,,2,27,,,2,"
- Cho thuê căn hộ 2PN, tầng 12, căn góc, view rất thoáng mát.- Nay muốn cho thuê với giá 6.5 triệu/tháng (giá này nhà mình cho thuê là quá rẻ rồi ạ, mong các bác không thương lượng ạ. Xin cảm ơn.- Nhận nhà luôn.- Ngoài ra mình còn căn 2 phòng ngủ, Full 100% nội thất cao cấp như khách sạn 5 sao, quý khách hàng chỉ việc mang quần áo đến là ở. Giá 8 triệu.--------------------------------------------------Liên hệ: Chị Linh: 09456.299.22 & Anh Đức 0915.363.228 / 09444.2.8855.
",https://file4.batdongsan.com.vn/resize/745x510/2019/01/18/20190118105929-fd51_wm.jpg,,6,75,,5,,21.047119140625,105.781364440918
"
Tôi cho thuê gấp BT LK TT8, khu phố Nguyễn Khuyến 80m2x4T, KD VP shop, giá 20 tr/th, 0934406986
",1,365,,2,34,,,,"
Tôi cần cho thuê nhà tòa BT LK TT8 B34, MPNB khu phố Nguyễn Khuyến, 19 - 5, Văn Quán, gần trường học, chung cư Newsky.DT 80m2 x 4 tầng - 160m2 x 8 tầng, MT 6m, đủ đồ, phù hợp làm VP, showroom, thời trang KD cafe, spa, nhà hàng...Giá thuê từ 20 tr/th.LH Mr Hà CEO 0934406986.
",https://file4.batdongsan.com.vn/resize/745x510/2019/01/14/20190114190449-85d2_wm.jpg,,20,80,,5,,20.9758069,105.7893505
"
Cho thuê gấp CH Q2 Vista Verde, 1 phòng ngủ 10 tr/th, 2 phòng 15 tr/th, 3 phòng 20tr/th, full NT
",2,365,,1,14,,,2,"
Cho thuê gấp!* Cho thuê căn hộ Vista Verde, Thạnh Mỹ Lợi, Quận 2 liên hệ xem nhà thực tế: 0909753368 Ms. Phượng.* 1 phòng ngủ: 55m2.Nội thất cơ bản: 10 triệu/tháng.Full nội thất 12 triệu/tháng. Bao phí quản lí. Tầng trung, view hồ bơi.* 2 phòng ngủ: Diện tích 80m2, 88m2, 97m2.- Giá thuê 15 triệu/tháng full nội thất.View hồ bơi lung linh, phía trước là mảng xanh của dự án nhìn cực kỳ thích, vừa mát vừa ngắm cảnh cực kỳ đẹp.* 3 phòng ngủ: Diện tích 108m2.Full nội thất 20 triệu/tháng, bao phí quản lí.Căn góc, full nội thất, view sông, không bị nắng sáng và nắng chiều chiếu trực tiếp nên cực kỳ mát.* 4 phòng ngủ: 172m2 - 175m2.Full nội thất 39 triệu/tháng, bao phí quản lí. View sông, mỗi phòng mỗi view, full nội thất.* Duplex (85m2) 2PN, 2WC, tầng trung: Full nội thất, giá thuê 23 triệu/tháng.* Duplex (115m2) 2PN, 2WC, tầng trung: Full nội thất cao cấp, giá thuê 25 triệu/tháng.* Tiện ích dự án căn hộ nghỉ dưỡng Vista Verde, Thạnh Mỹ Lợi, quận 2.- Căn hộ nghỉ dưỡng cao cấp, đạt tiêu chuẩn xanh - Singapore.- Hồ bơi 50m, hồ bơi lười, hồ bơi trẻ em, vườn trên cao, phòng giải trí, phòng đa năng, phòng chiếu phim, phòng gym được trang bị tất cả những dụng cụ hiện ngoài ra còn có nhiều lớp dạy yoga, thể dục thẩm mỹ, và nhiều tiện ích khác.- Sân thể thao tennis, vườn thiền.- Hệ thống an ninh: Được trang bị hiện đại, bảo vệ luôn túc trực 24/24.- Để xe rộng rãi, mỗi căn hộ đều được cam kết có 1 chỗ để xe hơi và 1 xe máy.- Thông gió và chiếu sáng tự nhiên cho khu vực sảnh và hành lang.- Khuôn viên xanh cho không gian sống nghỉ dưỡng hiện đại.Xem nhà trực tiếp, liên hệ ngay:Liên hệ: 0909753368 (Call, zalo, viber) Ms Phượng, để xem nhà thực tế (Nhấn vào số điện thoại để hiện full số ạ).Nhận kí gửi và cho thuê nhanh căn hộ Vista Verde Thạnh Mỹ Lợi, Quận 2.* Cảm ơn anh, chị đã xem tin!Apartment for rent in Vista Verde, District 2.- 1BR: 51m2 - 60m2, fully furnished, price from 12 mil/month included management fee.- 2BR: 84m2 - 99m2, fully furnished, price from 15 mil/month included management fee.- 3BR: 119m2 - 138m2, fully furnished, price from 23 mil/month included management fee.- 4BR: 203m2 - 213m2, fully furnished, price from 45 mil/month included management fee.Call me: 0909753368.
",https://file4.batdongsan.com.vn/resize/745x510/2020/04/23/20200423171414-9a63_wm.jpg,,15,80,,5,,10.7776775360107,106.757835388184
"
Tôi cần cho thuê nhà 21 Trung Hòa S 140m2 x 5T, MT 6m KD cafe nhà hàng shop spa 50 tr/th 0934406986
",4,365,,2,28,,,,"
Tôi cần cho thuê nhà 21 Trung Hòa. S 140m2 x 5T, MT 6m, KD cafe nhà hàng shop spa... Giá thuê từ 50 triệu/tháng.+ MP Trần Duy Hưng S 60m2 x 6T, MT 5m, thuê 40 tr/th.+ MP Nguyễn Phong Sắc S 100 - 300m2, MT 15m thuê từ 35 tr/th.+ Mp 22 Đỗ Quang S 90m2x5t mt6m lô góc giá thuê từ 35 tr/th.Mr Hà CEO 0934406986.
",https://file4.batdongsan.com.vn/resize/745x510/2019/09/06/20190906133704-b57f_wm.jpg,,50,140,,5,,21.0118971,105.8012873
