title,estateType,expireAfter,project,province,district,ward,street,numberOfRoom,description,image,detail,price,area,contact,transaction,addressDetail,lat,lng
"
Cần Bán gấp chung cư Imperia Garden 203 nguyễn huy tưởng. 75m2, 2PN, view đẹp thoáng, 2.65 tỷ
",2,365,,2,52,,,,"
LH: A. Nam: 0987 396 990. Cần Bán gấp căn hộ chung cư Imperia Garden ở 203 nguyễn huy tưởng, quận thanh xuân, Hà Nội. view đẹp thoáng, căn hộ có diện tích 75m2, gồm có 02 phòng ngủ, 02 WC, phòng khách, bếp, căn hộ đã sửa đẹp có nội thất cơ bản như: điều hòa, tủ bếp, nóng lạnh, thiết bị vệ sinh...... vị trí trung tâm, giao thông thuận tiện, an ninh tốt. Giá bán 2.65 tỷ tương đương 35 triệu/m2. miễn TG.
",https://file4.batdongsan.com.vn/resize/745x510/2020/05/09/20200509123954-5acd_wm.jpg,,2625,75,,6,,20.9972763061523,105.80298614502
"
Cần bán CH CBD 2PN, tầng cao, view hồ bơi, giá chỉ 2,05 tỷ, LH: Ms Linh 0933 076 606
",2,365,,1,14,,,2,"
Cần bán CH The CBD, 2PN, DT 60m2, view hồ bơi, tầng cao, nội thất cơ bản.Tiện ích nội khu, ngoại khu: Chợ, siêu thị Coop Mart, bệnh viện, trường học...Phí quản lý: 9000 đ/m2, xe máy: 80000 đ/xe/tháng.Ô tô: 750.000 đ/xe/tháng.Giá: 2.05 tỷ bao gồm VAT, thuế, phí.LH: Ngọc Linh 0933 076 606 (Zalo/Viber 24/7).
",https://file4.batdongsan.com.vn/resize/745x510/2018/09/25/20180925092937-6f4b_wm.jpg,,2050,60,,6,,10.7743806838989,106.761497497559
"
Bán Nhà Vĩnh Phúc dt 31/34 x 6.5 tang ,mt 3.3 Gia 5.8 tỷ 
",1,365,,2,25,,,4,"
BÁN NHÀ - ĐƯỜNG Ô TÔ TRÁNH, VỈA HÈ - NHÀ CỰC ĐẸP - APARTMENT TÂY Bán  Nhà Vĩnh Phúc dt 31/34 x 6.5 tang ,mt 3.3 Gia 5.8 tỷ  Nhà cực đẹp, đường 3 ô tô tránh, có vỉa hè để xe Khu cực yên tĩnh, phù hợp cho Tây thuê Apartment hoặc làm văn phòng Thiết kế mỗi tầng 1 phòng khép kín Tầng 1: Để xe, phòng khách, bếp, vs hoặc kinh doanh Tầng 2, 3, 4, 5: Mỗi tầng 1 phòng khép kín Tầng 6: Phòng thờ hoặc kho, máy giặt, sân tiểu cảnh Tầng 7: Vườn rau mini  LH: Ms Ngân    
",https://file4.batdongsan.com.vn/resize/745x510/2020/05/09/20200509123840-b4f1_wm.jpg,,5800,31,,6,,21.044106,105.8101164
"
Chính chủ cần bán gấp! Duplex 2PN vista verde, tầng cao, view xịn NT đẹp, chỉ 4,5 tỷ. LH 0909957223
",2,365,,1,14,,,2,"
Liên hệ xem nhà: 0909957223 (Zalo/Viber).Liên hệ: 0909957223 (Zalo/Viber).Căn hộ Duplex 2PN tại Vista Verde, view ngoại khu thoáng đãng.Ban công Đông Nam, nhìn ra sông Sài Gòn thơ mộng, đón gió mát quanh năm.Tầng cao, với 2PN 2WC, view hồ bơi và tiện ích nội khu bên dưới vô cùng xanh mát.Nhà mới, sạch sẽ, thiết kế hợp lý.Bếp mở, thông thoáng, hiện đại.Nội thất sang trọng, mang lại không gian sống đẳng cấp.Giá chỉ: 4.5 tỷ.Pháp lý đủ.Nhà trống, bàn giao ngay.Chuyên thị trường Vista Verde, cam kết 100% giá thật, cập nhật liên tục, được thương lượng tốt nhất với chính chủ.Hỗ trợ nhiệt tình đến khi anh chị tìm được căn hộ ưng ý.Liên hệ: 0909957223 Vi Vi (Call/Zalo/Viber).
",https://file4.batdongsan.com.vn/resize/745x510/2020/05/02/20200502102733-a10a_wm.jpg,,4500,91,,6,,10.7776775360107,106.757835388184
"
Đất nền Long An sổ hồng riêng - giá đầu tư - 0933 520 896
",5,365,,8,106,,,,"
Chính chủ cần CN lại 3 nền nhà phố thương mại shophouse liền nhau dự án Lago Centro, do Tập đoàn Seaholdings phát triển: Mua giá gốc trực tiếp CĐT, cam kết không có nền rẻ hơn, đầu tư là lời ngay 100%.- Hiện tại công trường đang thi công ngày và đêm, tháng 12/2019 nhận nền, nhận sổ, kinh doanh được ngay.- Sổ đỏ thổ cư, hạ tầng âm hoàn thiện toàn khu.- Diện tích phố thương mại: 5m x 19m.- Mật độ xây dựng: Tối đa 90%.- Cấu trúc xây dựng: 1 trệt, 3 lầu, sàn mái bê tông cốt thép hoặc mái ngói.- Mặt tiền đường: 18m - 24m.Vị trí vô cùng đắt địa thuận tiện kinh doanh văn phòng, nhà hàng hay quán cafe cao cấp, thích hợp kinh doanh mọi ngành nghề.Nhà phố thương mại:+ Lô Q53, diện tích 5x19m = 95m2 (giá 1,52 tỷ).Nhà phố liên kế:+ Lô E39 gần trung tâm thương mại, diện tích 5x14 = 70m2 (Giá 980 triệu).+ Lô R19 view sông, gần hồ trung tâm, diện tích 5x16 = 80m2 (Giá 1,120 tỷ).+ Lô L12 gần khu biệt thự, diện tích 5x14 = 70m2 (Giá 980 triệu).- Tháng 2/2020 giao nền và công chứng sang tên sổ đỏ.- Ngân hàng hỗ trợ 70%, tối đa 20 năm.Hotline: 0933 520 896.
",https://file4.batdongsan.com.vn/resize/745x510/2020/01/22/20200122094147-8960_wm.jpg,,980,70,,6,,10.7836246490479,106.416290283203
"
Bán căn hộ Penthouse Vista Verde view trực diện sông - Chiết khấu khủng - TT chậm cuối năm 2020
",2,365,,1,14,,,4,"
- Căn hộ cuối cùng Penthouse - Duplex Vista Verde - 0933 520 896.- Chiết khấu khủng, thanh toán chậm đến 12/2020.- Penthouse dạng thông tầng, có thêm tầng lửng mở rộng diện tích sinh hoạt cho gia đình bạn.- O. 34.05.- 5 phòng ngủ - 4 phòng tắm - sân vườn.- Diện tích XD: 350.42m2.- Diện tích SD: 315.96m2.- Giá bán 22.5 tỷ.- Penthouse duplex Vista Verde được mệnh danh là biệt thự trên không tọa lạc vị trí cao nhất của tòa nhà, thu toàn cảnh Thành Phố cùng với không khí mát mẻ, sự uốn lượn mềm mại của dòng sông Sài Gòn.- Với phong thủy tốt sẽ mang lại cho gia chủ tinh thần tốt, sức khỏe tốt, thịnh vượng.- Với tiện ích cao cấp của tòa nhà đạt tiêu chuẩn 5* Khách hàng ở nhà giống như đi nghỉ dưỡng.- Penthouse Duplex view sông Sài Gòn, đẳng cấp, sang trọng, TT chậm cuối 2020.- Biệt thự trên không Penthouse Duplex Vista Verde hứa hẹn sẽ là nơi xây tổ ấm, nạp năng lượng và cảm xúc sau mỗi ngày làm việc.- Lấy năng lượng trực tiếp từ thiên nhiên, không khí mát mẻ và nguồn cảm xúc từ vẻ đẹp thành phố với dòng sông Sài Gòn uốn lợn trước mắt Penthouse Duplex Vista Verde mang phong thủy và vượng khí tới cho gia chủ.- Liên hệ: 0933 520 896 để xem nhà.
Thông tin pháp lý: Đã nhận nhà, ddagng làm sổ
",https://file4.batdongsan.com.vn/resize/745x510/2020/04/08/20200408111359-6d1d_wm.jpg,,22426,350.42,,6,,10.7776775360107,106.757835388184
"
Chính chủ bán đất MT Chòm Sao, Thuận An ngay chợ Búng, DT 100m2, giá 1.35 tỷ, SHR, LH: 0973375891
",5,365,,4,70,,,,"
Sang gấp lô đất ngay đường Chòm Sao, Hưng Định, Thuận An gần chợ Búng.DT 100m2 (5x20m), giá 1.350 tỷ (thương lượng).Sổ hồng riêng, thổ cư 100%, xây dựng tự do.Liền kề chợ, trường học, siêu thị, ngân hàng... Đầy đủ tiện ích phù hợp xây ở hoặc kinh doanh buôn bán.Đối diện Aeon Mall Bình Dương cách 2 phút di chuyển.Liên hệ ngay: 0973.375.891 (Thảo).Xin cảm ơn!
",https://file4.batdongsan.com.vn/resize/745x510/2020/03/14/20200314084429-4948_wm.jpg,,1350,100,,6,,10.94137,106.6998609
"
Bán rất gấp chung cư Imperia Garden 203 nguyễn huy tưởng. 110m2, 3PN, căn góc, view đẹp, 3.8 tỷ
",2,365,,2,52,,,,"
LH: A. Nam: 0987 396 990. Bán rất gấp căn hộ chung cư Imperia Garden ở 203 nguyễn huy tưởng, quận thanh xuân, Hà Nội. là căn góc có view đẹp thoáng, căn hộ có diện tích 110m2, gồm có 03 phòng ngủ, 02 WC, phòng khách, bếp, căn hộ đã sửa đẹp có nội thất cơ bản như: điều hòa, tủ bếp, nóng lạnh, thiết bị vệ sinh...... vị trí trung tâm, giao thông thuận tiện, an ninh tốt. Giá bán 3.8 tỷ tương đương 34 triệu/m2. miễn TG.
",https://file4.batdongsan.com.vn/resize/745x510/2020/05/09/20200509123852-0ab3_wm.jpg,,3740,110,,6,,20.9972763061523,105.80298614502
"
Cơ hội sở hữu Verosa Park Khang Điền, Quận 9. Chiết khấu khủng 0933 520 896
",3,365,,1,21,,,4,"
Cơ hội sở hữu Verosa Park Khang Điền Quận 9. Chiết khấu khủng 0933 520.Khu vực: Bán nhà biệt thự, liền kề tại Verosa Park Khang Điền - Quận 9 - Hồ Chí Minh.Giá: 10 tỷ. Diện tích: 200m2.Thông tin mô tả.- Cơ hội sở hữu Verosa Park tặng nội thất sang Rộn ràng đón Tết.- Ưu đãi tặng bộ nội thất lên đến 1 tỷ đồng cho khách hàng khi mua Verosa Park.- Bên cạnh đó còn nhiều chính sách hấp dẫn khác như:- Thanh toán linh hoạt trong vòng 12 tháng.- Chiết khấu đến 18%/năm khi thanh toán vượt tiến độ.- Thanh toán 30% đến khi nhận nhà;- Ưu đãi lãi suất 0% trong vòng 24 tháng.- Quà tặng đặc biệt dành cho chủ nhân Verosa Park: Tặng ngay biểu tượng vàng Verosa Park Limited.- Miễn phí quản lý đến 31/12/2022.- Thừa hưởng những đường nét kiến trúc đặc sắc của khu biệt thự cao cấp The Venica, được Khang Điền phát triển trước đây.- Verosa Park ghi dấu ấn khác biệt với phong cách kiến trúc Tân Cổ Điển (Neo Classic).- Chuỗi tiện ích cao cấp tại Verosa Park phục vụ hoàn hảo cho nhu cầu thư giãn giải trí và chăm sóc sức khỏe, gồm phòng gym, BBQ, hồ bơi, đồi thiền, sân thể thao đa năng, khu vui chơi trẻ em, chơi cờ, đường chạy dành riêng cho xe đạp.- Quy mô dự án: 8,1ha bao gồm 293 căn nhà phố biệt thự vườn.- Nhà phố: 5x15m/17m/19m/20m, 6x15m/17m/18m/20m.- Biệt thự: 8x18m, 10x20m.- Loại hình bàn giao: Hoàn thiện mặt ngoài, thô bên trong.- Thời gian bàn giao: Tháng 3/2020.- Pháp lý: Sổ hồng sở hữu lâu dài.- Hotline: 0933 520 896.
",https://file4.batdongsan.com.vn/resize/745x510/2020/01/22/20200122092540-831a_wm.jpg,,10000,200,,6,,10.8059921264648,106.790031433105
"
Bán CHCC 2PN giao HT tháp Cruz dự án Feliz En Vista với giá là 4,45 tỷ, LH: 0908228869 Đức Diện
",2,365,,1,14,,,2,"
- Bán căn hộ dự án Feliz En Vista 2 phòng ngủ C, 1x. 07.- Diện tích 77m2.- View Đông Bắc thoáng mát.- Căn hộ bàn giao hoàn thiện.- Giá bán căn hộ có giá 4,45 tỷ.- Dự án tọa lạc ngay vị trí chiến lược tại trung tâm hành chính quận 2, đảm bảo an ninh tuyệt đối.- Cơ sở hạ tầng được đầu tư vượt trội, thuận tiện đến quận 1, quận 7 quận 9, bình thạnh,- Từ góc độ của phong thủy, sông Sài Gòn nằm ở khu vực Tây Nam dự án, nơi hội tụ của mạch sống.- Feliz En Vista sẽ mang đến sự thịnh vượng và tài lộc dồi dào cho các cư dân tương lai. - Liên hệ phòng kinh doanh: 0908228869 Đức Diện.- Địa chỉ: OF 42, tầng 2 TTTM Faifo Lane, Vista Verde.Xin cảm ơn.
",https://file4.batdongsan.com.vn/resize/745x510/2019/07/15/20190715090442-1d8f_wm.jpg,,4450,77,,6,,10.7780666351318,106.75643157959
