title,estateType,expireAfter,project,province,district,ward,street,numberOfRoom,description,image,detail,price,area,contact,transaction,addressDetail,lat,lng
"
Mình cần cho thuê CH Richmond City 2PN=7tr bao phí quản lý 3PN=8tr, 1PN=6tr/th 0911850019
",2,365,,1,3,,,3,"
Xem nhà 24H - giá từ 8tr/th - bao phí quản lý. Hãy xem và chọn ngay!LH: 0911850019.Bảng giá cập nhật mới nhất.- 1PN=6tr/th.- 2PN, 2WC, DT 66 - 71m2, giá 7tr/th.- 3PN, 2WC, DT 89m2, giá 8tr/th.Có hỗ trợ bạn thương lượng giá tốt nhất!Các thủ tục hỗ trợ bạn miễn phí.- Tìm kiếm nhà phù hợp nhu cầu của bạn.- Thương lượng giúp bạn giá rẻ nhất.- Soạn thảo hợp đồng chặt chẽ.- Đăng ký tạm trú tạm vắng.- Đăng ký thủ tục khác để bạn trở thành cư dân chính thức.- Hướng dẫn bạn các dịch vụ liên quan chất lượng.
",https://file4.batdongsan.com.vn/resize/745x510/2020/02/23/20200223151533-9a39_wm.jpg,,8,89,,5,,10.81614112854,106.706199645996
"
Cho thuê nhà nguyên căn ngõ 115 Nguyễn Văn Trỗi, Định Công, Hoàng Mai, Hà Nội
",1,365,,2,38,,,3,"
Cho thuê nhà nguyên căn có điều hòa, máy nóng lạnh... Khu nhà có vị trí thuận lợi, tiện đi lại, an ninh tốt. MT 3.5m, 3PN, hướng Bắc.
",,,0,0,,5,,20.9869283,105.8385714
"
Cho thuê căn hộ tại chung cư Sài Gòn Avenue, Thủ Đức. LH e Thư 0931337445
",2,365,,1,24,,,2,"
Cho thuê căn hộ tại chung cư Sài Gòn Avenue, thuộc đường Vành Đai 2, phường Tam Bình, Thủ Đức, Hồ Chí Minh.- Các loại diện tích: 47 - 48m2, 60 - 77m2.- Dự kiến bàn giao căn hộ vào giữa tháng 4/2020.DT 62m2 có 2 PN 2WC giá thuê 6.5tr/th.SĐT: E Thư 0931337445.Zalo thanh thư chu 0981783185 ạ.Nhận ký gửi, bán và cho thuê.
",https://file4.batdongsan.com.vn/resize/745x510/2020/04/12/20200412153617-8676_wm.jpg,,6,60,,5,,10.8676414489746,106.733787536621
"
Văn phòng đường Hoàng Hoa Thám, Bình Thạnh, giáp quận Phú Nhuận cho thuê
",2,365,,1,3,,,,"
Cho thuê văn phòng quận Bình Thạnh tọa lạc tại đường Hoàng Hoa Thám, gần các trung tâm thương mại, bệnh viện, các dự án căn hộ cao cấp, đặc biệt giao thông rất thuận lợi...Thông tin cao ốc.- Quy mô 7 tầng.- Tổng diện tích: 1.700m2.- Diện tích sàn: 250m2.- Giá thuê: 270.000 VNĐ/m2 bao gồm phí dịch vụ.* Tòa nhà thiết kế đẹp, view thoáng đãng rất thích hợp với văn phòng của bạn.- Có điều hòa trung tâm.- Hệ thống chiếu sáng tiêu chuẩn.- Thang máy tốc độ cao.- Máy phát điện dự phòng.- PCCC tiêu chuẩn.- Tầng hầm để xe diện tích lớn.- Hệ thống an ninh 24/24 với hệ thống camera giám sát.Diện tích cho thuê: 40 - 80 - 120 - 200m2.Xin liên hệ: Mr. Quốc số ĐT: 0913 805335.
",https://file4.batdongsan.com.vn/resize/745x510/2018/02/25/20180225190309-40e9_wm.jpg,,21,80,,5,,10.8084246,106.68790639999997
"
Cho thuê sàn VP tòa nhà Keangnam - Cầu Giấy, giá cả hợp lý. LH 0852098813
",2,365,,2,42,,,,"
Được mệnh danh là tòa nhà cao nhất Việt Nam tòa nhà văn phòng Keangnam Hanoi Landmark Tower là tòa nhà văn phòng đặt ngay ngã tư Dương Đình Nghệ - Phạm Hùng Mễ Trì. Nằm tại khu đô thị mới phát triển, xung quanh tòa nhà văn phòng là nhiều dự án khu đô thị: KĐTM Mễ Trì, Khu đô thị The Manor, KĐTM Mỹ Đình, KĐTM Nam Trung Yên, Yên Hòa và nhiều cơ quan hành chính trung ương của nhà nước: Trung tâm hội nghị Quốc Gia, Trung tâm triển lãm Quốc Gia, Khu thể thao Mỹ Đình lựa chọn thuê văn phòng quận Cầu Giấy được rất nhiều doanh nghiệp lớn quan tâm. Cách sân vận động Mỹ đình chưa đầy 1km, cách trung tâm thành phố khoảng 7km, sân bay Nội Bài 22.5km, với vị trí đẹp, văn phòng cho thuê tại Keangnam đã và đang thu hút nhiều công ty chuyển tới và tạo dấu ấn cho xu hướng văn phòng dịch chuyển về phía Tây thủ đô Hà Nội.Tòa văn phòng Keangnam landmark được áp dụng tiêu chuẩn tương đương với tiêu chuẩn một tòa nhà hạng A hoặc hạng B trong thành phố. Các trang thiết bị trong tòa nhà được trang bị thông minh theo tiêu chuẩn quốc tế và nhiều tiện ích của một văn phòng tiêu chuẩn:- Phòng hội nghị và hội thảo quốc tế.- Hệ thống thông tin tốc độ cao.- 27 thang máy tốc độ cao cho khu văn phòng.- Hệ thống điện dự phòng an toàn.- Diện tích trống đang có là 117 - 130 - 340m2.- Giá cho thuê đang là 810.075 đ/m²/tháng chưa có VAT.* Quý khách có nhu cầu thuê văn phòng vui lòng liên hệ: Mr Hoàng 0852098813.Rất hân hạnh được phục vụ khách hàng.
",https://file4.batdongsan.com.vn/resize/745x510/2020/02/20/20200220105531-917b_wm.jpg,,94,117,,5,,21.0168495178223,105.783973693848
"
Nhà nguyên căn cho thuê đường Nguyễn Trọng Lội,Quận Tân Bình, Giá 23tr/tháng 
",4,365,,1,22,,,5,"
Nhà cho thuê đường Nguyễn Trọng Lội,Phường 4,Quận Tân BìnhThông tin nhà cho thuê:Diện tích : 4x15m2Kết cấu : trệt 2 lầuGiá ; 23tr/thánghttp://chothuenha360.comMọi thông tin liên hệ Thiên Nam để được tư vấn và xem nhà.
",https://file4.batdongsan.com.vn/resize/745x510/2020/05/11/20200511095611-ffa4_wm.jpg,,233,180,,5,,10.8066191,106.6627436
"
Cho thuê mặt bằng kinh doanh tầng 1, 71 Chùa Láng, DT 100 m2, 75 triệu/th.LH 0981536492
",4,365,,2,32,,,8,"
Thông tin mô tả.- Ưu thế của văn phòng:+ Nhiều ngân hàng cùng nhau trên tuyến phố như Agribank, Viettinbank, ACB.+ Giao thông thuận tiện, gần đầu đường Nguyễn Chí Thanh, gần Vincom Chùa Láng.+ Gần 3 bệnh viện lớn gồm bệnh viện phụ sản, bệnh viện nhi Trung Ương, bệnh viện Giao Thông Vận Tải.+ Dịch vụ tòa nhà chuyên nghiệp, lễ tân bảo vệ 24/24.+ Các tiện ích wifi, điện 3 pha, thang máy.+ Giá trị gia tăng: Hỗ trợ đăng kí kinh doanh, tư vấn doanh nghiệp, kế toán, website, kinh doanh thương mại điện tử.+ Đường giao thông thuận lợi, đường 2 chiều, đi lại thuận tiện.+ WC chung định kì hàng ngày.+ Có view nhìn ra hồ nước rất đẹp, ánh sáng đầy đủ.+ Văn phòng có ánh sáng đầy đủ, hệ thống điều hòa âm tần.- Đối tượng cho thuê:+ Các doanh nghiệp có nhu cầu thuê nguyên 1- 2 sàn làm trụ sở giao dịch, văn phòng.+ Doanh nghiệp vừa và nhỏ, công ty khởi nghiệp muốn thuê văn phòng chia sẻ.+ Cho thuê văn phòng làm công ty, chi nhánh đại diện, chi nhánh ngân hàng, bảo hiểm, dịch vụ, spa, yoga, trung tâm đào tạo, phòng hội thảo.LH:Đỗ Minh 0981536492 - 0904583628 (chấp nhận qua trung gian).Đỗ Đầu Land - Tăng kết nối, tạo giá trị.
",https://file4.batdongsan.com.vn/resize/745x510/2020/05/11/20200511095233-985d_wm.jpg,,75,100,,5,,21.023229,105.8062465
"
Cho thuê văn phòng Bình Thạnh Saigon Pearl 120m2 46,4tr/th 92 Nguyễn Hữu Cảnh: Thanh 0965.154.945
",2,365,,1,3,,,,"
Cho thuê văn phòng Bình Thạnh, khu sang trọng, văn phòng đông đúc.Địa chỉ: 92 Nguyễn Hữu Cảnh, Phường 25, Bình Thạnh.Diện tích: 120m2.(sử dụng 95m2 còn lại là sân vườn trên cao).Giá: 46,4tr/tháng.Đã bao gồm phí quản lý - chưa VAT.Quy mô: 1 hầm, trệt, 8 tầng.+ Khu dân cư, văn phòng sang trọng.+ Vị trí đắc địa, thuận tiện đi quận 2 - 1.+ Cơ sở vật chất đẹp, hiện đại.+ Hệ thống PCCC.+ Tòa nhà chuẩn văn phòng, bảo vệ, lễ tân chuyên nghiệp.+ Cửa hàng tiện lợi, Coffee Highland... Cơm văn phòng đông đúc.+ Ngân hàng Vietcom kế bên 20m.+ View toàn khu Saigon Pearl.+ Nhiều công ty nước ngoài, văn phòng đại diện.Mọi chi tiết liên hệ:Mr Thanh: 0965 154 945 (Viettel) - 0896 469 860 (mobi).
",https://file4.batdongsan.com.vn/resize/745x510/2019/10/02/20191002105338-5b91_wm.jpg,,46,120,,5,,10.7903623580933,106.718391418457
"
Cho thuê căn hộ Saigon Airport Plaza 3PN - 125m2, nội thất đẹp 22tr/tháng. LH 0931.176.338
",2,365,,1,22,,,3,"
LH: 0931.176.338 - cần cho thuê căn hộ Saigon Airport Plaza - Số 01 Bạch Đằng, Phường 2, quận Tân Bình, chỉ 5ph đi bộ sang sân bay quốc tế Tân Sơn Nhất.* Đầy đủ tiện ích khép kín: Sân vườn, hồ bơi, spa, sauna, café, hầm đậu xe không giới hạn.* Khuôn viên rộng, yên tĩnh, thoáng mát.* Dân cư trình độ dân trí cao.* DT: 125m2, giá thuê 22 triệu/tháng, nội thất đẹp* Căn hộ có 3 phòng ngủ, 1 phòng khách và bếp, 2 nhà vệ sinh, 1 phòng giặt phơi rộng có thể thiết kế thành phòng giúp việc, ban công rộng rãi, thoáng, view không bị chắn. Anh chị vui lòng liên hệ Ms Tuyền: 0931.176.338 để xem nhà và biết thêm thông tin cụ thể...Rất cám ơn!
",https://file4.batdongsan.com.vn/resize/745x510/2020/05/11/20200511095619-edea_wm.jpg,,18,125,,5,,10.8151092529297,106.666877746582
"
PP.trọ Mã Lò BTân, Giá 1tr7-2tr5,Free giữ xe,wifi,THC. Covid19 giảm 300k/2 tháng
",1,365,,1,2,,,,"
Phòng trọ sạch, đẹp, lịch sự, an ninh, yên tĩnh, giá bình dân số 317B đường Mã Lò, P.Bình Trị Đông A, Quận Bình Tân, TP.HCM (Mặt tiền đường 20m, cách ngã ba đường Mã Lò  Lê Văn Quới 200m). - Hiện đang có phòng trống (mời quý khách gọi điện thoại để xem phòng): - LH:  A.Hải_ 0933345866 } Khu nhà thiết kế chuyên để ở phòng trọ, an ninh tốt, yên tĩnh, camera quan sát 24/24, môi trường sống văn minh, lịch sự, không làm ồn, không hát Karaoke trong phòng. - Diện tích phòng từ 13m2, 15m2, 20m2; - Có phòng Trệt, phòng lầu 1, phòng lầu 2; - Mỗi phòng đều có gác 8m2, toilet, sàn nước riêng. - Phòng thông thoáng, có ban công trước phòng. - Phòng tắm có bồn cầu ngồi, gương, kệ kiếng, vòi sen. - Giờ giấc tự do, lối đi riêng, ko chung chủ. - Vị trí trung tâm, gần chợ, siêu thị, gần các tuyến xe bus - Đồng hồ điện, nước riêng. - Được nấu ăn trong phòng. - Có chỗ phơi đồ tiện lợi trong phòng và trên sân thượng. - Đầy đủ Wifi, Truyền hình cáp, Camera giám sát an ninh 24/24 - MIỄN PHÍ giữ xe, WIFI, Truyền hình cáp. - GIÁ PHÒNG: 1.700.000, 1.800.000, 2.000.000, 2.300.000, 2.500.000 - ĐC: 317B đường Mã Lò, P.Bình Trị Đông A, Quận Bình Tân, TP.HCM (Mặt tiền đường 20m, cách ngã ba đường Mã Lò  Lê Văn Quới 200m). LH: A.Hải_ 0933345866 } web: www.phongtrodep.com Xin cảm ơn!!!
",https://file4.batdongsan.com.vn/resize/745x510/2020/03/31/20200331142641-cfb4_wm.jpg,,1,14,,5,,10.7746039121941,106.601132741117
